"cooperation","competition","exploitation","commensalism","amensalism","neutral","interaction_complexity"
0.00454508562616671,0.00324648973297622,0.00422043665286909,0.0883045207369532,0.0564889213537862,0.843194545897249,0.586652338701045
0.00357113870627384,0.000973946919892866,0.00308416524632741,0.0639558477396315,0.048048048048048,0.880366853339826,0.478583779871966
0.00568135703270838,0.0014609203798393,0.00211021832643454,0.0767794821848876,0.0430159889619349,0.870952033114195,0.504667861105904
0.00909017125233341,0.0014609203798393,0.00568135703270838,0.0967453940426913,0.0615209804398994,0.825501176852528,0.637453774666561
0.00535670805941076,0.00129859589319049,0.00405811216622027,0.0985309633958283,0.0545410275140005,0.83621459297135,0.595548541087895
0.00486973459946433,0.00178556935313692,0.00519438357276195,0.124015907799692,0.0608716824933041,0.803262722181641,0.669769075152906
0.00633065497930363,0.00129859589319049,0.00551903254605957,0.11882152422693,0.0597354110867624,0.808294781267754,0.662833580632268
0.00762925087249412,0.000973946919892866,0.00665530395260125,0.10648486324162,0.055839623407191,0.822417011606201,0.637711657544258
0.00519438357276195,0.00162324486648811,0.00681762843925006,0.112166220274328,0.0576251927603279,0.816573330086844,0.647072033343349
0.0110380650921191,0.0014609203798393,0.00551903254605957,0.121094067040013,0.0660660660660661,0.794821848875903,0.705657524816254
0.00357113870627384,0.000973946919892866,0.00340881421962503,0.0956091226361497,0.0441522603684766,0.852284717149582,0.544668959667829
0.00876552227903579,0.000811622433244055,0.00551903254605957,0.125314503692882,0.0597354110867624,0.799853907962016,0.683215906167667
0.00486973459946433,0.00129859589319049,0.00568135703270838,0.135540946351757,0.0496712929145362,0.802938073208343,0.66016944475933
0.00957714471227985,0.000973946919892866,0.00259719178638098,0.132943754565376,0.0451262072883694,0.808781754727701,0.646450198468175
0.00779157535914293,0.00275951627302979,0.00649297946595244,0.121743364986608,0.0649297946595244,0.796282769255742,0.702105400848141
0.00568135703270838,0.00243486729973216,0.00551903254605957,0.134891648405162,0.067851635419203,0.783621459297135,0.716571225413157
0.00357113870627384,0.00162324486648811,0.00389578767957146,0.101777453128804,0.0534047561074588,0.835727619511403,0.591162566172226
0.00649297946595244,0.00519438357276195,0.00795389984579174,0.145929713497281,0.0835971106241376,0.750831912994075,0.801974686662225
0.00909017125233341,0.00373346319292265,0.0074669263858453,0.109893677461245,0.0579498417336255,0.811865919974028,0.677100517967849
0.00795389984579174,0.00357113870627384,0.00519438357276195,0.128560993425858,0.0610340069799529,0.793685577469361,0.703686122357307
0.00973946919892866,0.00243486729973216,0.00470741011281552,0.13651489327165,0.0577875172469767,0.788815842869897,0.708707958691604
0.00844087330573817,0.0014609203798393,0.0043827611395179,0.152260368476585,0.0676893109325542,0.765765765765766,0.746860239434291
0.0058436815193572,0.00194789383978573,0.00535670805941076,0.139761383004626,0.0511322132943755,0.795958120282445,0.678922856163713
0.00324648973297622,0.00194789383978573,0.00470741011281552,0.101615128642156,0.0358737115493872,0.85260936612288,0.5436649363672
0.00324648973297622,0.00227254281308335,0.00633065497930363,0.0809999188377567,0.0368476584692801,0.8703027351676,0.510591423741502
0.00324648973297622,0.0014609203798393,0.00503205908611314,0.113627140654168,0.0374969564158753,0.839136433731028,0.572180684470399
0.00665530395260125,0.00227254281308335,0.00422043665286909,0.117035954873793,0.0366853339826313,0.833130427725022,0.594701490979615
0.00779157535914293,0.00178556935313692,0.00551903254605957,0.136839542244948,0.0542163785407029,0.79384790195601,0.691286784399463
0.00876552227903579,0.00178556935313692,0.00795389984579174,0.145767389010632,0.059248437626816,0.776479181884587,0.735856173319707
0.00762925087249412,0.00178556935313692,0.00973946919892866,0.161512864215567,0.0647674701728756,0.754565376186998,0.777833193748274
0.00779157535914293,0.00194789383978573,0.00779157535914293,0.135378621865108,0.056651245840435,0.790439087736385,0.707044101276822
0.00827854881908936,0.00227254281308335,0.00957714471227985,0.162324486648811,0.0607093580066553,0.756837919000081,0.774116979557509
0.00681762843925006,0.00194789383978573,0.00762925087249412,0.151286421556692,0.0517815112409707,0.780537294050808,0.715786364180048
0.00633065497930363,0.00243486729973216,0.0074669263858453,0.144144144144144,0.0415550685820956,0.798068338608879,0.674655863153665
0.00600600600600601,0.00259719178638098,0.00941482022563104,0.154370586803019,0.0534047561074588,0.774206639071504,0.733133499485184
0.00665530395260125,0.00227254281308335,0.00730460189919649,0.131320509698888,0.0340881421962503,0.818358899439981,0.628940865966423
0.00649297946595244,0.00227254281308335,0.00795389984579174,0.144631117604091,0.0482103725346969,0.790439087736385,0.696709620272516
0.00697995292589887,0.00357113870627384,0.00876552227903579,0.141546952357763,0.0457755052349647,0.793360928496064,0.697856603673126
0.00633065497930363,0.00259719178638098,0.00568135703270838,0.141222303384466,0.0516191867543219,0.79254930606282,0.690577410743179
0.00665530395260125,0.00308416524632741,0.00925249573898223,0.133593052511971,0.0486973459946433,0.798717636555474,0.690114680851681
0.00714227741254768,0.00259719178638098,0.00925249573898223,0.134404674945215,0.0514568622676731,0.795146497849201,0.698765660042526
0.00779157535914293,0.00324648973297622,0.00730460189919649,0.149176203230257,0.0646051456862268,0.7678759840922,0.755988784977156
0.00779157535914293,0.00373346319292265,0.00811622433244055,0.167843519194871,0.0629819008197387,0.749533317100885,0.787555299416434
0.00779157535914293,0.0029218407596786,0.00990179368557747,0.132132132132132,0.0499959418878338,0.797256716175635,0.698422537223207
0.00616833049265482,0.00259719178638098,0.00860319779238698,0.141222303384466,0.0516191867543219,0.78978978978979,0.70356673404929
0.0089278467656846,0.0029218407596786,0.00844087330573817,0.142845548250954,0.0579498417336255,0.778914049184319,0.73712252884634
0.0126613099586073,0.00340881421962503,0.0124989854719584,0.167031896761627,0.0753185618050483,0.729080431783134,0.853518305975296
0.00697995292589887,0.00243486729973216,0.00973946919892866,0.119633146660174,0.0597354110867624,0.801477152828504,0.694125465391452
0.00633065497930363,0.00324648973297622,0.00762925087249412,0.130184238292346,0.0624949273597922,0.790114438763087,0.712680615099885
0.00551903254605957,0.00194789383978573,0.00551903254605957,0.127587046505965,0.0568135703270838,0.802613424235046,0.671666497869001
0.00795389984579174,0.00162324486648811,0.00681762843925006,0.118496875253632,0.0563265968671374,0.808781754727701,0.669295883359418
0.00876552227903579,0.00243486729973216,0.00551903254605957,0.141384627871114,0.0665530395260125,0.775342910478046,0.739085953367713
0.00730460189919649,0.00227254281308335,0.00779157535914293,0.146416686957228,0.0702865027189351,0.765928090252415,0.759772593925777
0.00844087330573817,0.00357113870627384,0.00860319779238698,0.121581040499959,0.0728836945053161,0.784920055190325,0.738492439628101
0.00876552227903579,0.00194789383978573,0.00957714471227985,0.13245678110543,0.0735329924519114,0.773719665611557,0.756374960892164
0.00795389984579174,0.00162324486648811,0.00535670805941076,0.12693774855937,0.0633065497930363,0.794821848875903,0.696127882219333
0.00681762843925006,0.0029218407596786,0.00779157535914293,0.132132132132132,0.0795389984579174,0.770797824851879,0.758328327720314
0.00876552227903579,0.00470741011281552,0.00681762843925006,0.132619105592079,0.0870059248437627,0.760084408733057,0.789641806825421
0.00697995292589887,0.00308416524632741,0.00762925087249412,0.134891648405162,0.102751400048697,0.74466358250142,0.813257812062943
0.00568135703270838,0.00551903254605957,0.00827854881908936,0.131320509698888,0.0995049103157211,0.749695641587533,0.809946738520514
0.00600600600600601,0.00551903254605957,0.0126613099586073,0.139436734031329,0.107458810161513,0.728918107296486,0.859629726173755
0.00503205908611314,0.0058436815193572,0.00925249573898223,0.139923707491275,0.0969077185293401,0.743040337634932,0.822058923988425
0.00470741011281552,0.00551903254605957,0.0074669263858453,0.129210291372454,0.0993425858290723,0.753753753753754,0.79737242711845
0.00827854881908936,0.00535670805941076,0.00925249573898223,0.153234315396478,0.104861618375132,0.719016313610908,0.872121264691355
0.00551903254605957,0.00633065497930363,0.0100641181722263,0.155506858209561,0.112166220274328,0.710413115818521,0.884726240009085
0.00600600600600601,0.00357113870627384,0.00811622433244055,0.133430728025323,0.0973946919892866,0.751481210940671,0.800202393919936
0.00600600600600601,0.00616833049265482,0.00665530395260125,0.118496875253632,0.0959337716094473,0.766739712685659,0.776734309589615
0.00535670805941076,0.0058436815193572,0.00795389984579174,0.128074019965912,0.101939777615453,0.750831912994075,0.807658778194361
0.00957714471227985,0.00730460189919649,0.0121743364986608,0.162649135622109,0.119146173200227,0.689148608067527,0.939558785391478
0.00973946919892866,0.00633065497930363,0.0137975813651489,0.148689229770311,0.112977842707572,0.708465221978736,0.910172970577526
0.00925249573898223,0.00633065497930363,0.00860319779238698,0.139599058517977,0.115737358980602,0.720477233990748,0.876939613687383
0.0128236344452561,0.00925249573898223,0.0163947731515299,0.177258339420502,0.150312474636799,0.633958282606931,1.04706090399008
0.0108757406054703,0.0103887671455239,0.0141222303384466,0.157292427562698,0.141871601331061,0.665449233016801,0.995798218119623
0.0105510916321727,0.012012012012012,0.0147715282850418,0.165570976381787,0.149176203230257,0.647918188458729,1.02617433861317
0.00844087330573817,0.00827854881908936,0.0126613099586073,0.1433325217109,0.136190244298352,0.691096501907313,0.940612631552287
0.0123366609853096,0.0113627140654168,0.0165570976381787,0.155344533722912,0.144468793117442,0.659930200470741,1.01604928815944
0.00925249573898223,0.00779157535914293,0.00941482022563104,0.153396639883126,0.127424722019317,0.692719746773801,0.929497812091368
0.00860319779238698,0.0103887671455239,0.0123366609853096,0.145118091064037,0.132132132132132,0.69142115088061,0.945257098059752
0.0074669263858453,0.00844087330573817,0.00990179368557747,0.141709276844412,0.124502881259638,0.707978248518789,0.903351029763085
0.00795389984579174,0.00827854881908936,0.0116873630387144,0.153883613343073,0.136190244298352,0.682006330654979,0.950677962137596
0.0089278467656846,0.00990179368557747,0.0123366609853096,0.15566918269621,0.140410680951221,0.672753834915997,0.973909193126682
0.00811622433244055,0.00697995292589887,0.00973946919892866,0.1569677785894,0.132132132132132,0.6860644428212,0.935419760385076
0.00714227741254768,0.00714227741254768,0.00762925087249412,0.131158185212239,0.111516922327733,0.735411086762438,0.844848942702627
0.00649297946595244,0.00844087330573817,0.00665530395260125,0.131320509698888,0.12287963639315,0.72421069718367,0.864268507826842
0.00633065497930363,0.00779157535914293,0.00697995292589887,0.128398668939209,0.10924437951465,0.741254768281795,0.831905539355018
0.0128236344452561,0.00909017125233341,0.0116873630387144,0.155019884749614,0.138625111598085,0.672753834915997,0.98016701697599
0.0108757406054703,0.00714227741254768,0.0121743364986608,0.150637123610097,0.119308497686876,0.699862024186348,0.9266908305753
0.00957714471227985,0.00909017125233341,0.00649297946595244,0.144955766577388,0.125314503692882,0.704569434299164,0.906896600592082
0.00909017125233341,0.00616833049265482,0.00616833049265482,0.14203392581771,0.122230338446555,0.714308903498093,0.879939490091259
0.0110380650921191,0.00681762843925006,0.00665530395260125,0.155344533722912,0.11736060384709,0.702783864946027,0.905698791698682
0.00876552227903579,0.00697995292589887,0.00876552227903579,0.146903660417174,0.134891648405162,0.693693693693694,0.923381986766593
0.0110380650921191,0.00860319779238698,0.0107134161188215,0.140735329924519,0.130184238292346,0.698725752779807,0.931129937892896
0.0118496875253632,0.00762925087249412,0.00827854881908936,0.146254362470579,0.122717311906501,0.703270838405974,0.91561163213085
0.0089278467656846,0.00681762843925006,0.00876552227903579,0.150312474636799,0.127587046505965,0.697589481373265,0.916419631258156
0.00925249573898223,0.00600600600600601,0.00811622433244055,0.132781430078727,0.106809512214918,0.737034331628926,0.844998159742322
0.00665530395260125,0.00730460189919649,0.00795389984579174,0.131158185212239,0.107621134648162,0.73930687444201,0.837374296919816
0.00616833049265482,0.00665530395260125,0.00616833049265482,0.120769418066715,0.0993425858290723,0.760896031166301,0.788744086991483
0.00681762843925006,0.00616833049265482,0.00762925087249412,0.129210291372454,0.105023942861781,0.745150555961367,0.822876418932459
0.00811622433244055,0.00649297946595244,0.00616833049265482,0.134891648405162,0.118334550766983,0.725996266536807,0.858414487470995
0.00779157535914293,0.00503205908611314,0.00454508562616671,0.134566999431864,0.106322538754971,0.741741741741742,0.818766897809154
0.00714227741254768,0.00405811216622027,0.00762925087249412,0.128560993425858,0.115575034493953,0.737034331628926,0.832842003492355
0.00730460189919649,0.00470741011281552,0.00665530395260125,0.132619105592079,0.103400697995293,0.745312880448016,0.816160605233178
0.00665530395260125,0.0043827611395179,0.00454508562616671,0.134080025971918,0.117847577307037,0.73248924600276,0.831111393558732
0.00665530395260125,0.00454508562616671,0.00665530395260125,0.121094067040013,0.104374644915185,0.756675594513432,0.793723793114101
0.00681762843925006,0.0029218407596786,0.00616833049265482,0.12012012012012,0.101290479668858,0.762681600519438,0.775563912395741
0.00925249573898223,0.00470741011281552,0.0074669263858453,0.130021913805698,0.0982063144225306,0.750344939534129,0.81379410527869
0.00941482022563104,0.00470741011281552,0.0103887671455239,0.130833536238942,0.101290479668858,0.74336498660823,0.835078223825961
